Date,Time(UTC),Time(IST),Lat,Lang,Depth(KM),Magnitude,Region
2017-10-06,02:10:20,07:40:20,27.7 °N,96.0 °E,10,3.7,"Lohit, Arunachal Pradesh"
2017-10-05,10:25:38,15:55:38,26.8 °N,95.5 °E,66,3.9,"Tirap, Arunachal Pradesh"
2017-10-04,21:29:08,02:59:08/2017-10-05,26.8 °N,89.3 °E,10,3.7,"Distt. Jalpaiguri, West Bengal"
2017-10-03,13:48:34,19:18:34,25.1 °N,94.5 °E,66,4.2,"Ukhrul, Manipur"
2017-10-02,23:31:38,05:01:38/2017-10-03,12.9 °N,91.9 °E,10,4.5,Andaman Islands
2017-10-02,11:02:29,16:32:29,32.5 °N,76.7 °E,5,3.1,"Distt. Chamba, Himachal Pradesh"
2017-10-01,14:35:32,20:05:32,13.0 °N,92.0 °E,10,4.5,Andaman Islands
2017-10-01,12:49:01,18:19:01,13.0 °N,92.0 °E,10,4.7,Andaman Islands
2017-10-01,12:18:17,17:48:17,28.6 °N,96.1 °E,147,4.5,"Dibang Valley, Arunachal Pradesh"
2017-09-28,23:27:19,04:57:19/2017-09-29,23.7 °N,92.9 °E,17,3.3,"Aizawl,Mizoram"
2017-09-27,12:18:21,17:48:21,26.5 °N,92.8 °E,31,3.0,"Nagaon, Assam"
2017-09-26,04:19:59,09:49:59,23.8 °S,176.4 °W,104,6.5,South of Fiji Island
2017-09-25,10:42:38,16:12:38,24.4 °N,94.1 °E,10,3.3,Chandel- Manipur
2017-09-24,11:06:50,16:36:50,32.8 °N,76.2 °E,5,3.6,"Distt. Chamba, Himachal Pradesh."
2017-09-24,08:37:14,14:07:14,24.7 °N,94.4 °E,75,3.0,"Ukhrul, Manipur"
2017-09-23,12:53:06,18:23:06,16.9 °N,94.9 °W,30,6.2,"Oaxaca, Mexico"
2017-09-23,00:14:13,05:44:13,34.0 °N,74.7 °E,150,4.5,Jammu and Kashmir.
2017-09-21,08:08:54,13:38:54,28.5 °N,76.7 °E,18,2.2,"Jhajjar, Haryana"
2017-09-21,22:35:56,04:05:56/2017-09-22,24.3 °N,93.6 °E,38,3.1,"Churachandpur, Manipur"
2017-09-21,16:34:36,22:04:36,25.0 °N,94.6 °E,74,4.0,"Ukhrul ,Manipur"
2017-09-21,08:08:54,13:38:54,25.5 °N,76.7 °E,18,2.2,"Jhajjar,Haryana"
2017-09-20,20:09:50,01:39:50/2017-09-21,18.8 °S,169.0 °E,200,6.2,Vanuatu Islands
2017-09-20,16:37:24,22:07:24,38.0 °N,144.6 °E,10,6.2,"Off East Coast Of Honshu, Japan"
2017-09-19,18:14:34,23:44:34,18.5 °N,98.5 °W,10,7.0,"Central , Mexico"
2017-09-17,14:48:23,20:18:23,13.6 °N,91.8 °E,10,4.4,Andaman Islands.
2017-09-15,22:37:44,04:07:44/2017-09-16,12.2 °N,93.1 °E,10,4.5,Andaman and Nicobar Islands Region
2017-09-14,03:40:34,09:10:34,24.4 °N,93.9 °E,40,3.2,"Thoubal, Manipur"
2017-09-11,16:44:50,22:14:50,11.0 °N,94.1 °E,10,4.3,Andaman Islands Region
2017-09-09,14:18:59,19:48:59,27.9 °N,96.3 °E,10,3.2,"Lohit, Arunachal Pradesh"
2017-09-08,08:34:30,14:04:30,15.2 °N,93.9 °W,35,6.0,Near Coast of Chiapas Mexico
2017-09-08,04:49:13,10:19:13,15.0 °N,93.8 °W,10,8.1,"Near Coast of Chiapas, Mexico"
2017-09-07,14:32:00,20:02:00,25.2 °N,90.0 °E,10,4.4,"India- Bangladesh, Border Region"
2017-09-07,11:10:19,16:40:19,36.9 °N,71.7 °E,65,5.0,Afganistan-Tajikistan Border Region
2017-09-06,00:10:52,05:40:52,10.0 °N,93.6 °E,10,5.2,Andaman Islands
2017-09-05,18:06:36,23:36:36,8.2 °N,93.4 °E,10,4.7,Nicobar Islands
2017-09-04,08:08:00,13:38:00,57.7 °S,25.3 °W,25,6.0,South Sandwich Islands Region
2017-09-03,06:52:11,12:22:11,9.2 °N,93.0 °E,10,5.0,Nicobar Islands
2017-09-02,21:04:23,02:34:23/2017-09-03,24.9 °N,93.9 °E,26,3.4,"Imphal, Manipur"
2017-09-01,03:11:31,08:41:31,26.0 °N,94.5 °E,13,3.0,"Zunheboto, Nagaland"
2017-08-31,17:57:26,23:27:26,26.6 °N,92.7 °E,10,3.4,Distt. Sonitpur Assam
2017-08-31,17:06:58,22:36:58,1.1 °S,99.9 °E,46,6.2,"Southern Sumatra,Indonesia"
2017-08-27,08:05:09,13:35:09,17.1 °N,73.9 °E,5,3.3,Koyna Maharashtra
2017-08-27,04:17:50,09:47:50,1.3 °S,148.2 °E,10,6.2,"Admiralty Islands Region, P.N.G."
2017-08-27,04:05:58,09:35:58,24.9 °N,94.1 °E,30,3.2,"Senapati, Manipur"
2017-08-23,20:58:35,02:28:35/2017-08-24,36.0 °N,74.3 °E,90,5.0,Jammu & Kashmir
2017-08-22,15:22:07,20:52:07,30.5 °N,79.9 °E,10,4.2,"Distt. - Chamoli, Uttarakhand"
2017-08-22,00:50:39,06:20:39,29.2 °N,81.1 °E,10,4.5,Nepal
2017-08-19,16:52:32,22:22:32,17.3 °N,73.7 °E,10,4.5,"District Satara, Maharashtra"
2017-08-19,02:00:52,07:30:52,17.9 °S,178.8 °W,530,6.2,Fiji Islands Region
2017-08-18,02:59:22,08:29:22,1.1 °S,13.6 °W,10,6.6,North of ascension Island.
2017-08-17,07:38:32,13:08:32,25.9 °N,94.4 °E,24,4.4,"Zunheboto, Nagaland"
2017-08-17,03:52:32,09:22:32,26.6 °N,95.4 °E,60,3.8,Myanmar- India ( Arunachal pradesh ) Border Region
2017-08-16,06:35:23,12:05:23,19.5 °N,77.2 °E,10,3.0,"DIstt.Hingoli, Maharashtra"
2017-08-16,03:26:48,08:56:48,32.7 °N,76.3 °E,10,4.1,"Chamba, Himachal Pradesh"
2017-08-16,03:23:14,08:53:14,32.7 °N,76.4 °E,10,3.5,"Chamba, Himachal Pradesh"
2017-08-13,03:08:16,08:38:16,3.7 °S,101.5 °E,10,6.4,"Southern Sumatra, Indonesia"
2017-08-11,05:28:28,10:58:28,14.0 °N,120.7 °E,200,6.2,"Luzon, Philippines"
2017-08-11,03:34:53,09:04:53,13.8 °N,92.9 °E,10,5.0,Andaman Islands
2017-08-11,02:39:50,08:09:50,27.3 °N,96.6 °E,60,4.1,Myanmar-India (Arunachal Pradesh) Border Region
2017-08-08,23:27:51,04:57:51/2017-08-09,44.5 °N,82.7 °E,10,6.5,"Northern Xinjiang, China"
2017-08-08,13:19:51,18:49:51,33.2 °N,103.8 °E,10,6.2,"Gansu, China"
2017-08-08,00:35:37,06:05:37,24.4 °N,93.5 °E,35,4.3,"Churachandpur, Manipur"
2017-08-07,11:25:07,16:55:07,26.3 °N,91.7 °E,10,3.4,"Distt. Kamrup, Assam"
2017-08-06,03:48:32,09:18:32,6.3 °N,94.9 °E,10,4.9,Nicobar Islands
2017-08-05,12:24:56,17:54:56,26.8 °N,92.2 °E,10,3.3,"Darrang, Assam"
2017-08-02,18:18:08,23:48:08,24.4 °N,93.4 °E,65,5.4,"Churachandpur, Manipur"
2017-07-31,00:57:22,06:27:22,26.9 °N,92.3 °E,10,4.0,"Darrang., Assam"
2017-07-29,22:01:25,03:31:25/2017-07-30,24.1 °N,93.6 °E,30,3.3,"Churachandpur, Manipur"
2017-07-25,18:28:00,23:58:00,26.3 °N,93.1 °E,28,3.2,"Karbi Anglong, Assam"
2017-07-23,21:43:45,03:13:45/2017-07-24,26.9 °N,95.8 °E,108,3.5,Myanmar -India( Arunachal Pradesh) Border Region
2017-07-22,20:06:48,01:36:48/2017-07-23,25.2 °N,94.5 °E,80,3.6,"Ukhrul, Manipur"
2017-07-21,00:23:38,05:53:38,24.0 °N,92.1 °E,20,3.9,North Tripura
2017-07-20,22:31:12,04:01:12/2017-07-21,36.9 °N,27.4 °E,10,6.6,Turkey.
2017-07-19,13:48:14,19:18:14,33.1 °N,76.4 °E,5,3.4,"Distt. Chamba, Himachal Pradesh"
2017-07-18,23:11:55,04:41:55/2017-07-19,25.0 °N,94.2 °E,10,3.2,Ukhrul-Manipur
2017-07-18,17:05:17,22:35:17,24.7 °N,94.1 °E,10,3.4,"Senapati, Manipur"
2017-07-18,02:05:15,07:35:15,16.4 °S,73.7 °W,10,6.6,Near Coast Of Peru
2017-07-17,23:34:13,05:04:13/2017-07-18,54.6 °N,168.8 °E,10,7.2,"Komandorskiye Ostrova Region, Russia"
2017-07-17,20:20:26,01:50:26/2017-07-18,24.9 °N,95.0 °E,113,4.0,Myanmar- India (manipur) Border
2017-07-17,13:24:41,18:54:41,24.3 °N,91.7 °E,10,3.5,India-Banglladesh Border Region
2017-07-17,11:05:09,16:35:09,54.7 °N,168.6 °E,10,6.1,"Komandorskiye Ostrova Region,Russia"
2017-07-17,09:47:26,15:17:26,26.8 °N,89.2 °E,10,3.4,West Bengal
2017-07-15,16:35:31,22:05:31,28.8 °N,81.5 °E,81,4.5,NEPAL
2017-07-15,02:25:35,07:55:35,30.6 °N,77.7 °E,10,3.3,"Sirmaur, Himachal Pradesh"
2017-07-13,05:03:33,10:33:33,23.6 °N,94.2 °E,90,4.8,Myanmar--India Border Region
2017-07-13,03:36:05,09:06:05,4.7 °S,153.2 °E,10,6.4,"New Ireland Region , P. N. G."
2017-07-11,07:00:11,12:30:11,49.4 °S,164.5 °E,10,6.6,"Auckland Islands, New Zealand."
2017-07-10,23:28:30,04:58:30/2017-07-11,27.1 °N,93.8 °E,10,3.1,Distt.Papumpare Arunachal Pradesh
2017-07-10,21:38:59,03:08:59/2017-07-11,30.4 °N,79.2 °E,70,3.8,"Chamoli, Uttarakhand"
2017-07-09,07:59:49,13:29:49,29.2 °N,95.5 °E,10,4.8,Eastern Xizang-India (Arunachal Pradesh) Border Region
2017-07-08,18:08:37,23:38:37,27.5 °N,92.5 °E,15,3.2,"Distt. West Kameng , Arunachal Pradesh ."
2017-07-08,11:21:01,16:51:01,27.3 °N,88.5 °E,10,3.0,East Sikkim
2017-07-08,10:12:31,15:42:31,34.6 °N,73.5 °E,10,5.2,India (J&K) - Pakistan Border Region
2017-07-06,08:03:58,13:33:58,11.1 °N,124.7 °E,10,6.5,"Leyte, Philippines"
2017-07-05,09:37:23,15:07:23,25.9 °N,90.3 °E,10,3.3,"Distt. West Garo Hills,Meghalaya"
2017-07-04,10:05:47,15:35:47,27.0 °N,92.1 °E,10,3.5,"West Kameng, Arunachal Pradesh"
2017-07-02,05:27:44,10:57:44,24.3°N,94.4 °E,80,4.9,Myanmar-India Border Region
2017-07-02,04:44:49,10:14:49,26.5°N,90.0 °E,10,3.1,"Kokajhar, Assam"
2017-07-02,01:58:28,07:28:28,27.4 °N,86.5 °E,10,4.9,Nepal
2017-07-01,07:01:15,12:31:15,23.8°N,94.4 °E,81,5.0,Myanmar- India Border Region
2017-06-29,07:03:10,12:33:10,30.9 °S,179.8 °E,10,6.0,Kermadec ISlands Region
2017-06-27,15:16:54,20:46:54,24.2 °N,93.6 °E,10,3.0,"Churachandpur, Manipur"
2017-06-27,14:02:55,19:32:55,25.1 °N,93.9 °E,10,3.0,"Senapati, Manipur"
2017-06-24,20:17:01,01:47:01/2017-06-25,24.4 °N,94.2 °E,82,3.5,Manipur-Chandel
2017-06-22,12:31:08,18:01:08,13.8 °N,90.9 °W,90,6.6,El salvador
2017-06-21,20:51:17,02:21:17/2017-06-22,17.0 °N,73.7 °E,10,3.3,"Ratnagiri, Maharashtra"
2017-06-21,18:36:11,00:06:11/2017-06-22,25.7 °N,87.1 °E,50,4.5,"Purnia, Bihar"
2017-06-20,04:31:58,10:01:58,27.1 °N,92.5 °E,10,3.5,"West Kameng,Arunachal Pradesh."
2017-06-18,22:35:44,04:05:44/2017-06-19,24.7 °N,93.9 °E,10,4.4,"Imphal, Manipur."
2017-06-16,05:14:18,10:44:18,27.0 °N,94.4 °E,31,3.1,"Jorhat, Assam."
2017-06-16,05:14:18,10:44:18,27.0 °N,94.4 °E,31,3.1,"Jorhat,Assam."
2017-06-15,01:14:29,06:44:29,24.1 °N,93.4 °E,10,3.0,"Distt. Churachandpur, Manipur."
2017-06-14,17:56:17,23:26:17,32.9 °N,76.5 °E,5,3.1,"Distt.Chamba, Himachal Pradesh"
2017-06-14,07:29:07,12:59:07,14.7 °N,92.0 °W,130,6.7,Mexico- Guatemala Border Region
2017-06-12,12:28:39,17:58:39,39.1 °N,26.4 °E,10,6.4,Turkey
2017-06-12,09:11:21,14:41:21,30.7 °N,78.4 °E,10,3.0,"Uttarkashi, Uttarakhand"
2017-06-09,17:38:23,23:08:23,27.8 °N,95.7 °E,91,3.2,Assam
2017-06-08,22:19:21,03:49:21/09-06-2017,32.7 °N,74.7 °E,10,3.2,J&K
2017-06-05,16:40:07,22:10:07,24.0 °N,92.1 °E,96,3.0,Tripura
2017-06-03,18:14:52,23:44:52,17.1 °N,73.8 °E,10,4.8,Koyana
2017-06-03,02:42:59,08:12:59,17.1 °N,73.8 °E,10,4.8,India-Mayanmar Border
2017-06-02,22:24:48,03:54:48/03-06-2017,54.1 °N,170.7 °E,10,6.5,Kamchatka Island
2017-06-02,18:31:48,00:01:48/03-06-2017,27.9 °N,76.5 °E,10,2.9,Alwar
2017-06-02,02:43:15,08:13:15,28.8 °N,76.7 °E,22,3.2,Rohtak
2017-06-01,22:55:56,04:25:56/02-06-2017,28.8 °N,76.7 °E,22,5.0,Rohtak
2017-06-01,12:13:47,17:43:47,25.5 °N,93.9 °E,10,3.2,Manipur
2017-05-30,22:25:08,03:55:08/01-06-2017,12.2 °N,92.6 °E,107,4.6,Andman & Nicobar Island
2017-05-29,15:19:25,20:49:25,33.4 °N,73.9 °E,10,3.5,J & K
2017-05-29,14:43:17,20:13:17,26.7 °N,88.8 °E,30,3.7,West Bengal
2017-05-29,14:35:32,20:05:32,1.5 °S,120.2 °E,10,6.6,Indonesia
2017-05-29,13:53:27,19:23:27,32.9 °N,75.5 °E,10,4.4,J&K
2017-05-26,14:17:49,19:47:49,24.4 °N,94.0 °E,70,3.8,Manipur
2017-05-24,13:54:54,19:24:54,23.9 °N,94.3 °E,95,3.7,India-Mayanmar Border
2017-05-22,19:41:43,01:11:43/23-05-2017,33.9 °N,75.8 °E,5,3.3,J & K
2017-05-21,21:23:47,02:53:47/22-05-2017,28.1 °N,95.1 °E,30,3.3,Arunachal Pradesh
2017-05-21,17:38:36,23:08:36,13.6 °N,94.0 °E,10,4.6,Andaman Sea
2017-05-21,04:27:07,09:57:07,32.5 °N,76.8 °E,10,3.5,Himachal Pradesh
2017-05-21,00:41:31,06:11:31,32.8 °N,76.0 °E,10,2.8,Himachal Pradesh
2017-05-20,05:48:43,11:18:43,32.8 °N,76.2 °E,5,4.1,Himachal Pradesh
2017-05-20,03:41:46,09:11:46,32.8 °N,76.2 °E,10,3.6,Himachal Pradesh
2017-05-19,00:02:29,05:32:29,32.8 °N,76.3 °E,5,4.5,Himachal Pradesh
2017-05-18,21:53:09,03:33:09,32.8 °N,76.2 °E,5,2.8,Himachal Pradesh
2017-05-18,08:43:42,14:13:42,24.9 °N,94.5 °E,75,4.0,Manipur
2017-05-17,17:45:50,23:15:50,13.0 °N,93.9 °E,10,5.0,Andaman Sea
2017-05-16,22:13:19,03:43:19/17-05-2017,27.3 °N,88.2 °E,10,4.0,Sikkim
2017-05-16,14:04:41,19:34:41,11.4 °N,94.8 °E,10,4.4,Andaman Sea
2017-05-15,13:22:39,18:52:39,4.0 °S,152.6 °E,10,6.0,Papua New Guinea
2017-05-12,10:41:32,16:11:32,13.0 °N,90.6 °W,40,6.0,Pacific Ocean
2017-05-10,23:23:36,04:53:36/11-05-2017,56.5 °S,25.8 °W,10,6.5,South Atlantic Ocean
2017-05-09,13:52:13,19:22:13,14.6 °S,167.3 °E,175,6.7,"Port Vila, PNG"
2017-05-09,03:26:54,08:56:54,26.6 °N,93.2 °E,28,3.4,Assam
2017-05-09,01:53:55,07:23:55,26.3 °N,92.7 °E,25,3.7,Assam
2017-05-08,17:00:47,22:30:47,51.7 °N,178.5 °W,10,6.1,Kamchatka Island
2017-05-06,17:57:11,23:27:11,36.4 °N,75.3 °E,10,4.2,J & K
2017-05-06,14:48:50,20:18:50,23.8 °N,93.8 °E,65,4.7,Mayanmar
2017-05-05,17:58:35,23:28:35,13.9 °N,92.7 °E,10,5.0,Andaman Sea
2017-05-05,05:09:36,10:39:36,39.3 °N,71.5 °E,10,6.0,Tajikistan
2017-05-03,00:12:33,05:42:33,24.7 °N,94.5 °E,10,3.4,Manipur
2017-05-02,17:47:33,23:17:33,27.61 °N,96.31 °E,10,3.3,Arunachal Pradesh
2017-05-02,17:43:50,23:13:50,27.59 °N,96.27 °E,10,3.4,Arunachal Pradesh
2017-05-02,09:51:40,15:21:40,32.9 °N,75.5 °E,19,3.6,J & K
2017-05-01,14:18:18,19:48:18,60.1 °N,136.1 °W,10,6.0,Canada
2017-05-01,12:31:57,18:01:57,60.0 °N,136.4 °W,10,6.5,Canada
2017-05-01,06:50:57,12:20:57,13.8 °N,93.1 °E,10,4.7,A & N Island
2017-04-29,23:23:57,04:53:57/30-04-2017,24.1 °N,93.5 °E,55,3.4,Manipur
2017-04-28,20:23:15,01:53:15/29-04-2017,5.5 °N,125.0 °E,10,6.8,Philippines
2017-04-25,16:14:53,21:44:53,25.6 °N,90.6 °E,10,4.3,"East Garo Hills,Meghalaya"
2017-04-24,21:38:21,03:08:28/25-04-2017,33.0 °S,71.8 °W,10,6.8,Near Coast of central Chili
2017-04-24,10:53:46,16:23:46,23.4 °N,94.1 °E,70,4.3,Mayanmar-India Border
2017-04-23,01:39:24,07:09:24,31.6 °N,77.9 °E,5,3.8,"Kinnaur, HP"
2017-04-18,17:49:24,23:19:55,2.6 °S,75.2 °W,10,6.1,Peru-Ecuador Border
2017-04-18,14:01:32,19:31:32,25.1 °N,91.5 °E,10,4.3,India-Bangladesh Border
2017-04-18,05:11:56,10:41:56,33.8 °N,76.6 °E,33,5,J and K
2017-04-18,02:11:24,07:09:24,31.6 °N,77.9 °E,5,3.8,"Kinnaur, HP"
2017-04-18,02:06:17,07:36:17,12.6 °N,77.4 °E,33,3.4,Karnataka
2017-04-16,23:09:53,04:39:53/2017-04-17,30.5 °N,79.1 °E,10,3.5,"Rudraprayag, Uttarakhand"
2017-04-16,08:08:02,13:38:02,26.10 °N,91.40 °E,24,3.3,"Kamrup, Assam"
2017-04-15,22:35:14,04:05:14/2017-04-16,26.0 °N,91.0 °E,10,3.5,"Goalpara, Assam"
2017-04-15,08:19:12,13:49:12,25.5 °S,66.8 °W,10,6.4,"SALTA PROVINCE,ARGENTINA"
2017-04-13,19:44:01,01:14:01/2017-04-14,24.6 °N,93.3 °E,10,3.0,"Tamenglong, Manipur"
2017-04-12,17:34:33,23:04:33,23.9 °N,93.9 °E,10,3.2,Myanmar-India Border
2017-04-10,08:50:34,14:20:34,30.7 °N,78.6 °E,10,3.8,"Uttarkashi, Uttarakhand"
2017-04-10,05:24:31,10:54:31,27.0 °N,95.6 °E,10,3.2,"Tirap, Arunachal Pradesh"
2017-04-07,10:32:58,16:02:58,30.4 °N,79.1 °E,10,4.0,"Rudraprayag, Uttarakhand"
2017-04-05,16:44:34,22:14:34,14.5 °N,92.9 °E,10,5.0,Andaman Islands India Region
2017-04-05,06:09:12,11:39:12,35.9 °N,60.4 °E,10,6.1,Northern and Central Iran
2017-04-03,17:40:16,23:10:16,22.6 °S,25.3 °E,10,6.7,Botswana
2017-03-30,03:40:23,09:10:23,26.5 °N,93.0 °E,24,3.5,"Nagaon, Assam"
2017-03-29,19:14:33,00:44:33/2017-03-30,26.1 °N,91.3 °E,18,3.5,"Kamrup,Assam"
2017-03-29,04:09:23,09:39:23,56.9 °N,162.7 °E,10,6.5,"Near East Coast of Kamchatka, Russia"
2017-03-28,10:18:49,15:48:49,26.5 °N,93.5 °E,10,3.0,"DISTT KARBI ANGLONG,ASSAM"
2017-03-27,10:50:23,16:20:23,52.8 °N,172.2 °E,40,6.1,"Near Islands, Aleutian Islands"
2017-03-26,21:42:09,03:12:09/2017-03-27,27.3 °N,88.6 °E,10,4.6,East Sikkim
2017-03-25,02:05:55,07:35:55,25.0 °N,95.1 °E,82,5.0,Myanmar-India Border
2017-03-24,07:12:25,12:42:25,27.6 °N,75.4 °E,5,2.9,"Sikar, Rajasthan"
2017-03-21,15:40:44,21:10:44,24.9 °N,92.1 °E,37,3.9,Bangladesh-India Border
2017-03-19,08:57:09,14:27:09,9.9 °N,94.0 °E,10,4.7,Nicobar Islands
2017-03-17,14:01:49,19:31:49,11.5 °N,92.7 °E,60,4.9,Andaman Islands
2017-03-17,10:24:17,15:54:17,28.1 °N,76.3 °E,5,2.6,Rajasthan
2017-03-14,02:51:19,08:21:19,6.4 °N,92.2 °E,10,5.9,Nicobar Islands
2017-03-14,00:18:01,05:48:01,32.7 °N,75.6 °E,10,3.6,"Kathua,Jammu & Kashmir"
2017-03-13,10:22:17,15:52:17,24.6 °N,72.1 °E,10,4.5,"Banas Kantha, Gujarat"
2017-03-10,12:39:33,18:09:33,8.5 °N,91.9 °E,10,4.7,Nicobar Islands
2017-03-09,08:39:56,14:09:56,32.5 °N,76.6 °E,5,3.5,"Chamba, Himachal Pradesh"
2017-03-09,06:18:25,11:48:25,35.9 °N,71.7 °E,160,5.0,Pakistan
2017-03-09,02:55:15,08:25:15,25.0 °N,94.2 °E,36,4.1,"Ukhrul, Manipur"
2017-03-07,09:59:16,15:29:16,26.8 °N,90.5 °E,30,4.1,"Kokrajhar, Assam"
2017-03-06,02:44:16,08:14:16,35.7 °N,74.0 °E,50,4.8,Northwestern Jammu Kashmir
2017-03-05,22:47:49,04:17:49/2017-03-06,6.0 °S,149.2 °E,30,6.5,"New Britain Region,P.N.G."
2017-03-04,06:50:44,12:20:44,5.5 °N,90.9 °E,10,3.3,"West Khasi Hills, Meghalaya"
2017-03-04,02:11:52,07:41:52,25.2 °N,94.6 °E,70,5.0,Myanmar-India Border
2017-03-03,23:38:13,05:08:13/2017-03-04,24.3 °N,94.2 °E,70,3.5,"Chandel, Manipur"
2017-03-01,23:06:31,04:36:31/2017-03-02,27.3 °N,75.8 °E,10,2.7,Jaipur District
2017-03-01,20:09:31,01:39:31/2017-03-02,32.3 °N,76.6 °E,10,3.8,"Chamba, Himachal Pradesh"
2017-02-28,13:42:16,19:12:16,37.6 °N,72.1 °E,115,5.4,TAJIKISTAN
2017-02-27,16:23:23,21:53:23,34.0 °N,75.8 °E,10,2.8,Jammu & Kashmir
2017-02-27,04:21:45,09:51:45,27.3 °N,85.9 °E,10,4.7,NEPAL
2017-02-27,03:37:47,09:07:47,27.3 °N,85.9 °E,10,5.0,NEPAL
2017-02-25,07:02:19,12:32:19,24.1 °N,92.1 °E,33,4.0,North Tripura
2017-02-25,00:00:44,05:30:44,28.7 °N,96.0 °E,10,3.5,"Dibang Valley, Arunachal Pradesh"
2017-02-24,21:00:44,02:30:44/2017-02-25,28.7 °N,96.0 °E,36,3.2,"Dibang Valley, Arunachal Pradesh"
2017-02-24,17:27:38,22:57:38,24.4 °S,178.8 °W,413,6.7,South Of Fiji Islands
2017-02-24,12:02:49,17:32:49,24.1 °N,93.4 °E,20,5.2,"Distt. Churachandpur, Manipur"
2017-02-23,21:39:16,03:09:16/2017-02-24,27.3 °N,88.1 °E,150,3.5,Sikkim
2017-02-23,20:16:07,01:46:07/2017-02-24,23.7 °N,94.5 °E,82,3.4,Myanmar-India(Manipur) Border Region
2017-02-21,14:09:04,19:39:04,19.2 °S,63.9 °W,578,6.3,Southern Bolivia
2017-02-18,18:53:42,00:23:42/2017-02-19,26.6 °N,93.0 °E,30,3.4,"Distt. Nagaon, Assam"
2017-02-17,07:46:56,13:16:56,28.6 °N,76.9 °E,5,2.1,Delhi Haryana Border Region
2017-02-16,15:13:10,20:43:10,26.2 °N,92.8 °E,20,3.6,"Distt. Nagaon, Assam"
2017-02-12,04:05:30,09:35:30,25.6 °N,90.8 °E,10,4.5,"East Garo Hills,Meghalaya"
2017-02-11,18:12:51,23:42:51,23.9 °N,91.8 °E,10,3.5,"Dhalai, Tripura"
2017-02-11,17:21:13,22:51:13,30.5 °N,79.1 °E,5,3.2,"Rudraprayag, Uttarakhand"
2017-02-10,14:03:43,19:33:43,9.9 °N,125.5 °E,10,6.3,"Madanao , Philippines"
2017-02-08,08:14:28,13:44:28,26.9 °N,92.9 °E,15,3.6,"Sonitpur,Assam"
2017-02-07,22:03:54,03:33:54/2017-02-08,25.2 °N,63.4 °E,10,6.2,Southwestern Pakistan
2017-02-06,20:21:45,01:51:45/2017-02-07,30.6 °N,79.0 °E,10,3.6,"Distt. Rudraprayag, Uttarakhand"
2017-02-06,17:03:08,22:33:08,30.5 °N,79.1 °E,33,5.8,"Distt. Rudraprayag, Uttarakhand"
2017-02-05,12:54:59,18:24:59,27.9 °N,93.8 °E,10,3.8,"Lower Subansiri , Arunachal Pradesh"
2017-02-04,07:05:17,12:35:17,32.6 °N,76.6 °E,10,3.5,"Chamba, Himachal Pradesh"
2017-02-03,13:35:48,19:05:48,30.5 °N,79.2 °E,10,3.6,"Chamoli, Uttarakhand"
2017-01-31,05:28:42,10:58:42,26.4 °N,93.5 °E,22,3.2,"Karbi Anglong ,Assam"
2017-01-29,09:09:04,14:39:04,24.8 °N,92.8 °E,10,3.2,"Cachar ,Assam"
2017-01-27,07:40:55,13:10:55,36.4 °N,71.5 °E,10,5.2,"Hindu Kush Region, Afghanistan"
2017-01-24,18:14:29,23:44:29,25.5 °N,94.6 °E,50,3.1,"Phek, Nagaland"
2017-01-24,12:25:38,17:55:38,25.6 °N,91.7 °E,15,3.4,"West Khasi Hills, Meghalaya"
2017-01-23,09:33:05,15:03:05,30.8 °N,78.2 °E,10,3.5,"Distt. Uttarakashi, Uttarakhand"
2017-01-22,04:29:43,09:59:43,7.9 °S,158.5 °E,10,8.0,SOLOMON ISLANDS
2017-01-19,23:04:23,04:34:23/2017-01-20,10.4 °S,161.2 °E,61,6.6,Solomon Islands
2017-01-18,03:03:17,08:33:17,24.5 °N,94.8 °E,22,4.2,Myanmar - India Border
2017-01-18,01:46:10,07:16:10,23.9 °N,93.0 °E,27,3.7,"Aizawl, Mizoram"
2017-01-17,15:22:16,20:52:16,27.6 °N,88.6 °E,10,3.6,North Sikkim
2017-01-17,11:48:57,17:18:57,5.4 °N,95.4 °E,79,5.4,"Northern Sumatra, Indonesia"
2017-01-16,12:42:07,18:12:07,3.3 °N,98.5 °E,10,5.4,"Northern Sumatra, Indonesia"
2017-01-12,09:32:07,15:02:07,26.5 °N,95.4 °E,75,4.7,Myanmar - India (Nagaland) border
2017-01-11,13:21:14,18:51:14,28.3 °N,94.1 °E,10,3.3,"Distt. Upper subansiri, Arunachal Pradesh"
2017-01-10,15:27:41,20:57:41,30.3 °N,79.4 °E,5,3.2,"Distt. Chamoli , Uttarakhand"
2017-01-10,15:27:13,20:57:13,10.1 °S,161.0 °E,10,6.3,Solomon Islands
2017-01-10,06:13:47,11:43:47,4.4 °N,122.6 °E,626,6.9,Celebes Sea
2017-01-08,04:28:16,09:58:16,25.2 °N,94.4 °E,20,3.3,"Distt. Ukhrul, Manipur"
2017-01-06,15:03:52,20:33:52,24.1 °N,91.9 °E,55,3.9,"Dhalai, Tripura"
2017-01-05,05:56:52,11:26:52,25.1 °N,95.0 °E,123,4.3,Myanmar - India (Manipur) Border
2017-01-04,13:40:32,19:10:32,24.0 °N,92.0 °E,15,3.4,"Dhalai, Tripura,/td>"
2017-01-03,18:49:51,00:19:51/2017-01-04,23.4 °N,94.0 °E,10,5.4,Myanmar-India Border
