State / MCD,Final Dispensary Name,Disease,Occurrence,Reported Date,Month,District / Zone,IPD/OPD,State District,Final Zone
State Dispensary,Seed PUHC M ans a Ram Park,Antinetal Check Up (ANC),86,12/1/2016,December,West,OPD,West ,West
State Dispensary,Seed PUHC M ans a Ram Park,Worm Infection,63,12/1/2016,December,West,OPD,West ,West
State Dispensary,Seed PUHC M ans a Ram Park,Ulcer/ Oral Ulcer,48,12/1/2016,December,West,OPD,West ,West
State Dispensary,Seed PUHC M ans a Ram Park,Anaemia,28,12/1/2016,December,West,OPD,West ,West
State Dispensary,Seed PUHC Nihal Vihar,Tuberculosis,1,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hepatitis B,2,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hepatitis B,3,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hepatitis B,1,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hepatitis B,1,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diarrhoea,80,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diarrhoea,156,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diarrhoea,143,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diarrhoea,144,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diarrhoea,201,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hypertension,4,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hypertension,5,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hypertension,4,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hypertension,2,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Hypertension,3,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diabetes,3,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diabetes,4,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diabetes,3,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diabetes,4,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Diabetes,5,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Typhoid,1,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Skin Disease/ Ringworm/ Scabies,200,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Skin Disease/ Ringworm/ Scabies,289,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Skin Disease/ Ringworm/ Scabies,249,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Skin Disease/ Ringworm/ Scabies,169,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Skin Disease/ Ringworm/ Scabies,72,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Acute Respiratory Infection,20,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Acute Respiratory Infection,16,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Acute Respiratory Infection,15,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Acute Respiratory Infection,42,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Acute Respiratory Infection,41,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Upper Respectory Track Infection (URTI),405,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Upper Respectory Track Infection (URTI),589,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Upper Respectory Track Infection (URTI),469,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Upper Respectory Track Infection (URTI),475,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Upper Respectory Track Infection (URTI),525,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Common Cold,27,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Common Cold,31,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Common Cold,29,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Common Cold,60,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Common Cold,89,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Anaemia,19,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Anaemia,23,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Anaemia,25,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Anaemia,15,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Anaemia,19,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Gastritis,47,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Gastritis,45,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Gastritis,52,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Gastritis,25,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Gastritis,17,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Pelvic Inflammatory Disease (PID),37,8/1/2016,August,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Pelvic Inflammatory Disease (PID),32,9/1/2016,September,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Pelvic Inflammatory Disease (PID),34,10/1/2016,October,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Pelvic Inflammatory Disease (PID),28,11/1/2016,November,West,OPD,West ,Rohini
State Dispensary,Seed PUHC Nihal Vihar,Pelvic Inflammatory Disease (PID),29,12/1/2016,December,West,OPD,West ,Rohini
State Dispensary,DGD Tilak Vihar,Tuberculosis,2,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Tuberculosis,1,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Tuberculosis,2,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Tuberculosis,2,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Tuberculosis,4,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diarrhoea,86,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diarrhoea,107,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diarrhoea,135,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diarrhoea,105,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diarrhoea,129,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Hypertension,14,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Hypertension,24,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Hypertension,50,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Hypertension,29,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Hypertension,40,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diabetes,5,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diabetes,6,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diabetes,4,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diabetes,6,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Diabetes,3,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Typhoid,26,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Typhoid,52,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Typhoid,46,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Typhoid,23,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Typhoid,19,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Conjunctivitis,121,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Skin Disease/ Ringworm/ Scabies,345,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Weakness,146,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Acidity,151,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Abdomen Pain,183,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Bodyache/ Headache,253,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Common Cold,632,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Vomitting,356,8/1/2016,August,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Abdomen Pain,189,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Skin Disease/ Ringworm/ Scabies,539,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Common Cold,870,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Bodyache/ Headache,347,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Acidity,190,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Weakness,170,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Vomitting,425,9/1/2016,September,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Eye Disease,135,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Conjunctivitis,164,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Common Cold,577,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Bronchitis,124,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Dyspepsia,134,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Bodyache/ Headache,138,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Skin Disease/ Ringworm/ Scabies,416,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Dermatitis,138,10/1/2016,October,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Dermatitis,127,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Skin Disease/ Ringworm/ Scabies,284,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Bodyache/ Headache,152,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Lower Respiratory Tract Infection (LRTI),173,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Stamach Pain,201,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Vomitting,253,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Common Cold,670,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Upper Respectory Track Infection (URTI),390,11/1/2016,November,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Stamach Pain,182,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Pharyngitis,238,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Common Cold,554,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Upper Respectory Track Infection (URTI),421,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Skin Disease/ Ringworm/ Scabies,277,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Lower Respiratory Tract Infection (LRTI),155,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Tilak Vihar,Vomitting,159,12/1/2016,December,West,OPD,West ,West
State Dispensary,DGD Chhawla,Diarrhoea,107,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Malaria,5,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Hypertension,240,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diabetes,244,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Upper Respectory Track Infection (URTI),692,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Common Cold,218,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Joint Pain/ Arthiritis,164,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Anaemia,138,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Dyspepsia,136,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Dysentery,124,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Bodyache/ Headache,230,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Skin Disease/ Ringworm/ Scabies,234,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Viral Fever,114,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diarrhoea,130,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Typhoid,15,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diabetes,204,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Hypertension,210,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Upper Respectory Track Infection (URTI),604,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Common Cold,222,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Bodyache/ Headache,296,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Skin Disease/ Ringworm/ Scabies,214,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Abdomen Pain,122,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Dysentery,118,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Joint Pain/ Arthiritis,104,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Conjunctivitis,153,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diarrhoea,61,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Typhoid,8,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diabetes,212,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Hypertension,220,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Upper Respectory Track Infection (URTI),554,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Common Cold,228,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Bodyache/ Headache,312,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Skin Disease/ Ringworm/ Scabies,249,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Dysentery,120,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Joint Pain/ Arthiritis,118,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Dyspepsia,106,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Abdomen Pain,100,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Conjunctivitis,160,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diarrhoea,66,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Malaria,3,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diabetes,180,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Hypertension,208,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Upper Respectory Track Infection (URTI),400,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Common Cold,266,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Bodyache/ Headache,278,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Dyspepsia,124,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Joint Pain/ Arthiritis,120,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Bodyache/ Headache,144,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Abdomen Pain,108,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Vomitting,108,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Skin Disease/ Ringworm/ Scabies,202,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diarrhoea,52,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Diabetes,214,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Hypertension,184,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Upper Respectory Track Infection (URTI),385,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Common Cold,226,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Bodyache/ Headache,262,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Skin Disease/ Ringworm/ Scabies,266,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Abdomen Pain,116,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Vomitting,108,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Stomatitis,108,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Skin Disease/ Ringworm/ Scabies,161,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Dyspepsia,101,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Viral Fever,94,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Typhoid,20,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Chhawla,Typhoid,2,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Common Cold,192,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diarrhoea,98,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Joint Pain/ Arthiritis,85,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Anaemia,84,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Bodyache/ Headache,69,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Skin Disease/ Ringworm/ Scabies,221,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Gingivitis,57,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diabetes,41,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Hypertension,54,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Injury,74,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Common Cold,213,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Dyspepsia,207,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diarrhoea,85,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diabetes,72,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Bodyache/ Headache,71,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Injury,60,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Asthama,61,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Skin Disease/ Ringworm/ Scabies,245,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Hypertension,61,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,"ENT(Ear, Nose, Throat)/ CSOM",50,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Common Cold,238,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Dyspepsia,141,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diabetes,34,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Bodyache/ Headache,57,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Otitis Media,54,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Skin Disease/ Ringworm/ Scabies,214,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Anaemia,53,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Injury,70,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Hypertension,59,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diarrhoea,44,10/1/2016,October,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Common Cold,264,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Dyspepsia,151,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diarrhoea,72,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Anaemia,66,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Skin Disease/ Ringworm/ Scabies,136,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Hypertension,70,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Bodyache/ Headache,57,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diabetes,39,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Vaginal Infestation,50,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Gingivitis,70,11/1/2016,November,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Common Cold,210,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Hypertension,39,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Dyspepsia,66,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Otitis Media,62,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,"ENT(Ear, Nose, Throat)/ CSOM",58,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Joint Pain/ Arthiritis,58,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Anaemia,56,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diarrhoea,52,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Skin Disease/ Ringworm/ Scabies,148,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Malik Pur Village,Diabetes,38,12/1/2016,December,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Diabetes,17,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Diarrhoea,155,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Hypertension,9,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Upper Respectory Track Infection (URTI),1026,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Skin Disease/ Ringworm/ Scabies,247,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Weakness,196,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Injury,106,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Common Cold,40,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Bodyache/ Headache,36,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Fever,52,8/1/2016,August,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Diabetes,21,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Hypertension,9,9/1/2016,September,South-West,OPD,South west ,Najafgarh
State Dispensary,DGD Bamnoli,Diarrhoea,294,9/1/2016,September,South-West,OPD,South west ,Najafgarh
